cell	metric	cgi	historical_days_available	insufficient_history	activity_criteria	modulator_kpi	value_modulator_kpi	insufficient_rops	num_rops_available	timestamp	timespan	year	month	day
CREVILLEN_ACCESOS_EB_030014101_013	pct_bcr	2,1407E+14	null	false	true	pct_bcr_volte >= 3	0.995024875621894	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
CREVILLEN_ACCESOS_EB_030014101_013	pct_bcr_volte	2,1407E+14	null	false	true	lte_volte_calls >= 500	117	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
CREVILLEN_ACCESOS_EB_030014101_013	pct_nsa_data_bcr	2,1407E+14	null	false	true	nr_add_attempts >= 4000	805	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
CREVILLEN_ACCESOS_EB_030014101_013	pct_volte_dcr	2,1407E+14	null	false	true	lte_volte_calls >= 500	117	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
CREVILLEN_ACCESOS_EB_030014101_013	volte_traffic_er	2,1407E+14	null	false	true	volte_traffic_er <= 0.5	14.075	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
FERMOSELLE_490004901_031	avg_cell_dl_throughput	2,1407E+14	null	false	true	avg_cell_dl_throughput <= 3000	25.210.724.317.146.400	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
FERMOSELLE_490004901_031	avg_cell_ul_throughput	2,1407E+14	null	false	true	avg_cell_ul_throughput <= 800	13.067.197.038.276.100	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
FERMOSELLE_490004901_031	pct_bcr	2,1407E+14	null	false	true	pct_bcr_volte >= 3	0.45871559633027914	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
FERMOSELLE_490004901_031	pct_bcr_volte	2,1407E+14	null	false	true	lte_volte_calls >= 500	248	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
FERMOSELLE_490004901_031	pct_nsa_data_bcr	2,1407E+14	null	false	true	nr_add_attempts >= 4000	665	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
FERMOSELLE_490004901_031	pct_volte_dcr	2,1407E+14	null	false	true	lte_volte_calls >= 500	248	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
FERMOSELLE_490004901_031	volte_traffic_er	2,1407E+14	null	false	true	volte_traffic_er <= 0.5	7.436.388.888.888.880	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
ALCALA_LA_REAL_ER_230000501_011	avg_cell_dl_throughput	2,1407E+14	null	false	true	avg_cell_dl_throughput <= 3000	16.981.350.153.307.400	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
ALCALA_LA_REAL_ER_230000501_011	pct_bcr	2,1407E+14	null	false	true	pct_bcr_volte >= 3	0	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
ALCALA_LA_REAL_ER_230000501_011	pct_bcr_volte	2,1407E+14	null	false	true	lte_volte_calls >= 500	324	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
ALCALA_LA_REAL_ER_230000501_011	pct_nsa_data_bcr	2,1407E+14	null	false	true	nr_add_attempts >= 4000	1011	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
ALCALA_LA_REAL_ER_230000501_011	pct_volte_dcr	2,1407E+14	null	false	true	lte_volte_calls >= 500	324	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
ALCALA_LA_REAL_ER_230000501_011	volte_traffic_er	2,1407E+14	null	false	true	volte_traffic_er <= 0.5	917.361.111.111.111	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
A_PARQUE_LO_MORANT_030065601_183_B3_SP	avg_cell_dl_throughput	2,1407E+14	null	false	true	avg_cell_dl_throughput <= 3000	16.205.393.183.372.700	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
A_PARQUE_LO_MORANT_030065601_183_B3_SP	avg_cell_ul_throughput	2,1407E+14	null	false	true	avg_cell_ul_throughput <= 1000	3.187.051.342.792.420	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
A_PARQUE_LO_MORANT_030065601_183_B3_SP	pct_bcr	2,1407E+14	null	false	true	pct_bcr_volte >= 3	0.1356852103120758	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
A_PARQUE_LO_MORANT_030065601_183_B3_SP	pct_bcr_volte	2,1407E+14	null	false	true	pct_bcr_volte > 1	0.1356852103120758	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
A_PARQUE_LO_MORANT_030065601_183_B3_SP	pct_nsa_data_bcr	2,1407E+14	null	false	true	pct_nsa_data_bcr >= 5	0.023345395120810686	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
A_PARQUE_LO_MORANT_030065601_183_B3_SP	pct_volte_dcr	2,1407E+14	null	false	true	pct_bcr_volte > 1	0.1356852103120758	false	null	2026-03-02T00:00:00.000+00:00	1	2026	3	2
